username,urls,post_dates,n_likes,n_comments,n_hashtags,n_characters,n_words,n_emojis,n_mentions,is_video
justintimberlake,https://www.instagram.com/p/Y8P76yydj6,1367781250,80029,1738,2,30,2,0,0,FALSE
justintimberlake,https://www.instagram.com/p/n2yrpYydlB,1399810395,204767,2026,1,24,3,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BQpNpTdhKoi,1487401599,524885,3684,0,74,15,0,0,FALSE
justintimberlake,https://www.instagram.com/p/VlNXaWSdmg,1360565699,35951,655,1,10,1,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BP8EqgBhcqL,1485886941,377356,8726,1,48,8,0,0,TRUE
justintimberlake,https://www.instagram.com/p/dA1fq1ydih,1376525094,27201,385,3,74,8,0,0,TRUE
justintimberlake,https://www.instagram.com/p/B9XaOVaB2pK,1583440978,141291,835,1,412,69,2,4,FALSE
justintimberlake,https://www.instagram.com/p/BgUsgVmBIDZ,1521073151,193197,2085,0,163,30,0,1,TRUE
justintimberlake,https://www.instagram.com/p/CHTLYrnBaee,1604773864,297711,7464,1,69,11,2,0,TRUE
justintimberlake,https://www.instagram.com/p/e-T0W_Sdsv,1380735296,99849,1622,2,120,20,0,0,TRUE
justintimberlake,https://www.instagram.com/p/Besqv9Rhidb,1517582765,252856,2531,1,48,7,3,0,TRUE
justintimberlake,https://www.instagram.com/p/BQQ94yHBh3_,1486588031,575359,3792,0,48,6,1,2,FALSE
justintimberlake,https://www.instagram.com/p/BVfjvkjByKZ,1497815058,1097511,4037,1,193,30,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BxXuwT8hiqk,1557681938,1180924,4063,0,252,46,0,1,FALSE
justintimberlake,https://www.instagram.com/p/Bpkkn2fl9uk,1540933098,899767,16910,1,23,4,0,1,TRUE
justintimberlake,https://www.instagram.com/p/BFT63ThSdqk,1463064789,410629,3672,2,21,4,0,2,FALSE
justintimberlake,https://www.instagram.com/p/BctAU2hB5rY,1513298637,1265032,8938,1,343,62,0,3,FALSE
justintimberlake,https://www.instagram.com/p/BFKTTz7Sdpl,1462742061,155327,520,3,95,13,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BppTlF6l_tJ,1541091855,462362,10709,1,28,6,1,2,TRUE
justintimberlake,https://www.instagram.com/p/uYKwkQydkZ,1413815216,94259,1481,1,60,5,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BL9ixsCBWlM,1477346348,331460,1649,2,44,4,0,7,FALSE
justintimberlake,https://www.instagram.com/p/CKefbovBD6A,1611595921,322862,7841,2,367,67,2,0,TRUE
justintimberlake,https://www.instagram.com/p/BXNzpPhBaOi,1501514383,303274,6961,0,249,47,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BeixgrXB2SM,1517250402,232010,1943,2,27,4,0,0,TRUE
justintimberlake,https://www.instagram.com/p/V-IOMmydrU,1361401863,25652,228,1,47,6,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BO1ZDyeBcfw,1483515269,326952,4104,0,48,10,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BjOPQGhlTyM,1527298661,429592,2706,0,55,9,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BctAU2hB5rY,1513298637,1265032,8938,1,343,62,0,3,FALSE
justintimberlake,https://www.instagram.com/p/BGO0bpQSdgT,1465041128,356763,2864,0,142,25,0,0,FALSE
justintimberlake,https://www.instagram.com/p/CN6EcrdBg0F,1618963705,407319,3820,2,323,52,0,2,FALSE
justintimberlake,https://www.instagram.com/p/Vlf7VVSdvT,1360575431,22615,430,1,40,5,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BdijmrdB6TP,1515096105,188750,3129,0,29,4,1,0,TRUE
justintimberlake,https://www.instagram.com/p/03p_phSdm_,1427756682,465593,6009,2,89,12,0,2,FALSE
justintimberlake,https://www.instagram.com/p/BQVuy-HhL4B,1486747891,313057,2876,1,33,4,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BmT-JRUFn1s,1533933469,543565,4724,1,324,65,0,1,FALSE
justintimberlake,https://www.instagram.com/p/BejLzo9BceG,1517264126,162156,2098,0,37,4,0,0,TRUE
justintimberlake,https://www.instagram.com/p/Bda9m6lh5Xl,1514840716,232129,1467,1,118,21,0,1,FALSE
justintimberlake,https://www.instagram.com/p/BdvAQY3BpJh,1515513451,254567,4171,0,59,8,1,0,TRUE
justintimberlake,https://www.instagram.com/p/BIODNGkhwDk,1469310286,250641,1734,0,59,8,0,0,FALSE
justintimberlake,https://www.instagram.com/p/xYr2tRydvT,1420275019,354805,4244,2,200,35,0,1,FALSE
justintimberlake,https://www.instagram.com/p/B8jj3y7BTip,1581701206,1236331,4159,0,180,33,0,1,FALSE
justintimberlake,https://www.instagram.com/p/tW2O7Nydp1,1411623417,220032,1285,0,60,10,0,0,FALSE
justintimberlake,https://www.instagram.com/p/vOlSMmydmJ,1415641062,206986,2421,1,282,45,0,2,FALSE
justintimberlake,https://www.instagram.com/p/BL4k7x8hqSF,1477179707,388996,2172,2,180,26,1,0,TRUE
justintimberlake,https://www.instagram.com/p/BeZLCbPBSfb,1516928239,99861,1335,0,28,4,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BgRO4zzhOYY,1520956707,133922,2140,1,17,3,0,0,TRUE
justintimberlake,https://www.instagram.com/p/Bdkt6JohqyV,1515168029,415189,5670,1,5,1,0,0,FALSE
justintimberlake,https://www.instagram.com/p/n2yrpYydlB,1399810395,204767,2026,1,24,3,0,0,FALSE
justintimberlake,https://www.instagram.com/p/Bdc3xQNBY5K,1514905495,407500,28056,0,9,1,0,0,TRUE
justintimberlake,https://www.instagram.com/p/Bbqpr9bhTWd,1511072410,593298,5090,1,70,6,1,0,TRUE
justintimberlake,https://www.instagram.com/p/BAIr7bsydri,1451950441,345467,2609,1,329,54,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BFaF088SdsV,1463271863,306447,1415,2,58,7,0,0,FALSE
justintimberlake,https://www.instagram.com/p/Beqbx_-BaTn,1517507474,233989,2973,2,169,28,2,0,TRUE
justintimberlake,https://www.instagram.com/p/BgXTJskhULu,1521160347,266901,2697,1,26,4,0,1,TRUE
justintimberlake,https://www.instagram.com/p/gZvb-xydlZ,1383803230,251055,3053,1,31,4,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BFDDCnHydsN,1462498650,246055,2335,3,77,10,0,0,TRUE
justintimberlake,https://www.instagram.com/p/edTbR1ydjw,1379627794,89048,2853,4,62,6,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BGO0bpQSdgT,1465041128,356763,2864,0,142,25,0,0,FALSE
justintimberlake,https://www.instagram.com/p/B33GpKCAGS0,1571619635,253076,2318,0,17,2,0,1,TRUE
justintimberlake,https://www.instagram.com/p/BShfSi0hA8O,1491437381,504396,3012,0,170,30,0,0,FALSE
justintimberlake,https://www.instagram.com/p/y7vsuaSdjt,1423598923,272115,14595,1,40,3,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BmoOckVlyaK,1534613113,429187,8060,0,42,6,0,2,TRUE
justintimberlake,https://www.instagram.com/p/BM7zCqPBvyO,1479435250,427522,24945,0,86,11,0,3,FALSE
justintimberlake,https://www.instagram.com/p/BKIy9WOhpPc,1473428964,294739,15468,2,98,12,0,0,TRUE
justintimberlake,https://www.instagram.com/p/eUGm-JSdgM,1379319084,175939,3993,3,52,5,0,1,FALSE
justintimberlake,https://www.instagram.com/p/BKUp8sYhTr5,1473826893,269409,1423,3,51,6,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BbS2ezuh6IN,1510273803,313980,3956,2,48,6,0,0,TRUE
justintimberlake,https://www.instagram.com/p/xnLQsmydpk,1420761247,154223,3094,1,156,29,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BpHvxdvlzSM,1539965812,263219,2133,0,48,8,1,2,TRUE
justintimberlake,https://www.instagram.com/p/Buo6FlShCAF,1551816373,165595,2034,1,65,12,3,1,TRUE
justintimberlake,https://www.instagram.com/p/hM2kKYSdrR,1385518243,114179,792,1,69,12,0,2,FALSE
justintimberlake,https://www.instagram.com/p/cXWTq0ydoR,1375133011,46249,1004,3,62,9,0,0,FALSE
justintimberlake,https://www.instagram.com/p/Be6avUwhKVb,1518043660,73938,646,0,132,23,0,1,FALSE
justintimberlake,https://www.instagram.com/p/vpW4Z6Sdi7,1416539481,174711,1442,2,304,50,0,2,FALSE
justintimberlake,https://www.instagram.com/p/CFxLEMoBmpF,1601485393,34350,603,0,480,83,0,0,TRUE
justintimberlake,https://www.instagram.com/p/Be9UUv7hjYs,1518141134,144287,2317,0,119,18,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BmTUH_glPQ4,1533911439,1098322,10525,1,326,57,0,3,FALSE
justintimberlake,https://www.instagram.com/p/Be6ZcpVBDR3,1518042983,73700,551,0,145,24,0,1,FALSE
justintimberlake,https://www.instagram.com/p/BurkEuCh_FG,1551905026,381439,4173,0,95,17,0,1,TRUE
justintimberlake,https://www.instagram.com/p/xYRE1LydtI,1420260979,343661,5381,2,33,4,0,1,FALSE
justintimberlake,https://www.instagram.com/p/CAA64S9hrmG,1589128798,909722,3437,0,258,51,0,1,FALSE
justintimberlake,https://www.instagram.com/p/Bggr7EIAhLN,1521475606,121856,1759,1,166,30,0,1,TRUE
justintimberlake,https://www.instagram.com/p/Bg7t5zCHfXF,1522382229,449041,5885,0,67,9,0,0,FALSE
justintimberlake,https://www.instagram.com/p/9AGhlCydu-,1445219945,329308,1804,2,166,31,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BM7zCqPBvyO,1479435250,427522,24945,0,86,11,0,3,FALSE
justintimberlake,https://www.instagram.com/p/BfgpFfqBaPR,1519326250,259315,1434,0,45,5,0,3,FALSE
justintimberlake,https://www.instagram.com/p/BmTUH_glPQ4,1533911439,1098322,10525,1,326,57,0,3,FALSE
justintimberlake,https://www.instagram.com/p/hbo-b2ydqq,1386014434,217799,2250,2,87,12,0,0,FALSE
justintimberlake,https://www.instagram.com/p/B5JAB2EBLA9,1574367548,671592,7267,1,477,86,1,3,FALSE
justintimberlake,https://www.instagram.com/p/BHqfAqNh5e-,1468116905,784119,7914,1,49,8,0,0,FALSE
justintimberlake,https://www.instagram.com/p/kfnchxSdlu,1392590301,124224,1242,0,75,14,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BeoMlPtha9E,1517432538,822389,37185,2,155,23,0,0,TRUE
justintimberlake,https://www.instagram.com/p/B812WEeBCtd,1582314944,154326,2796,1,38,6,1,15,TRUE
justintimberlake,https://www.instagram.com/p/Be6ZcpVBDR3,1518042983,73700,551,0,145,24,0,1,FALSE
justintimberlake,https://www.instagram.com/p/ceylBeydlp,1375382714,39354,513,4,94,13,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BReotNSBe41,1489194172,441957,3120,0,79,13,0,0,FALSE
justintimberlake,https://www.instagram.com/p/oG1OT_ydvt,1400348598,108892,1568,2,91,12,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BslU_ithx9i,1547400816,361243,5199,0,26,5,0,1,TRUE
justintimberlake,https://www.instagram.com/p/BFy8b_nSdvz,1464105801,135342,888,2,137,19,2,0,TRUE
justintimberlake,https://www.instagram.com/p/ByWbP-thN7C,1559785641,620112,5656,0,58,10,2,2,FALSE
justintimberlake,https://www.instagram.com/p/BfbdG1MBLqc,1519152198,357959,2078,1,51,9,0,1,FALSE
justintimberlake,https://www.instagram.com/p/Vj_S34SdoR,1360524768,39036,985,0,83,12,0,0,FALSE
justintimberlake,https://www.instagram.com/p/9riVEISdp9,1446677363,445221,5054,1,23,3,0,2,FALSE
justintimberlake,https://www.instagram.com/p/yFdH9iydkq,1421777245,291641,4290,1,265,51,0,0,FALSE
justintimberlake,https://www.instagram.com/p/ddplcBydl4,1377491928,179038,2996,2,33,5,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BeA8p9AhA3b,1516115394,293616,4858,0,44,9,1,0,TRUE
justintimberlake,https://www.instagram.com/p/Be6cda3hY8w,1518044562,71256,1178,0,141,25,0,1,FALSE
justintimberlake,https://www.instagram.com/p/BlBCAYPnn7K,1531150586,615710,8847,0,8,1,0,0,TRUE
justintimberlake,https://www.instagram.com/p/Vlf7VVSdvT,1360575431,22615,430,1,40,5,0,0,FALSE
justintimberlake,https://www.instagram.com/p/CI5zzHHBUlV,1608217594,763330,33083,0,154,29,2,0,TRUE
justintimberlake,https://www.instagram.com/p/BxXuwT8hiqk,1557681938,1180924,4063,0,252,46,0,1,FALSE
justintimberlake,https://www.instagram.com/p/BDwFeMvydhc,1459714907,266688,1162,1,68,12,0,7,FALSE
justintimberlake,https://www.instagram.com/p/yk_OnzSdiB,1422835313,210220,7891,0,9,2,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BIQmfYIhGHY,1469395895,309187,5437,2,102,8,0,0,TRUE
justintimberlake,https://www.instagram.com/p/dAq3AGSdvP,1376519518,23974,225,3,77,12,0,0,TRUE
justintimberlake,https://www.instagram.com/p/BR1UzzzBVit,1489955492,284788,2898,1,64,7,0,0,FALSE
justintimberlake,https://www.instagram.com/p/BsZPCuIB_W2,1546995043,253991,2421,0,82,12,0,1,TRUE
justintimberlake,https://www.instagram.com/p/BIODNGkhwDk,1469310286,250641,1734,0,59,8,0,0,FALSE
justintimberlake,https://www.instagram.com/p/Y89En7ydv6,1367804914,82214,1369,0,0,0,0,0,FALSE
justintimberlake,https://www.instagram.com/p/B_lgSMFhMWf,1588208902,99866,2588,0,94,17,1,2,TRUE
justintimberlake,https://www.instagram.com/p/-zPGmPydhr,1449083202,227285,6385,3,256,42,0,0,FALSE
justintimberlake,https://www.instagram.com/p/Be6aj35hC4O,1518043567,101033,988,0,237,38,0,1,FALSE
justintimberlake,https://www.instagram.com/p/BbqHO-8BCfH,1511054112,947413,4661,0,6,1,0,0,FALSE
justintimberlake,https://www.instagram.com/p/Ba7dttjhW6O,1509488936,284343,956,1,19,2,3,0,TRUE
